0 1.3877788e-17 1.9577029e-16
0.05 0.0026091415 3.2353008e-07
0.1 0.010369099 1.0342885e-06
0.15 0.023083338 2.4688984e-06
0.2 0.040423567 1.851925e-06
0.25 0.06194846 6.0203832e-06
0.3 0.087115214 9.4380786e-06
0.35 0.11528301 1.2111083e-05
0.4 0.14575294 1.7163535e-05
0.45 0.17783793 1.5767818e-05
0.5 0.21090771 2.1153742e-05
0.55 0.2443779 2.3600666e-05
0.6 0.27770537 3.2708089e-05
0.65 0.31042337 3.6925673e-05
0.7 0.34219208 3.5546359e-05
0.75 0.37267216 1.8807305e-05
0.8 0.40169712 2.7293425e-05
0.85 0.42906898 4.5947056e-05
0.9 0.45467569 5.0224429e-05
0.95 0.47851673 5.9115948e-05
1 0.50062244 5.3871289e-05
1.05 0.52111805 4.8538477e-05
1.1 0.53996197 3.9970323e-05
1.15 0.55746087 4.6221597e-05
1.2 0.57361806 5.366337e-05
1.3 0.60254185 7.7141388e-05
1.4 0.62768855 8.8600087e-05
1.5 0.64975355 6.4048125e-05
1.6 0.66920729 6.789503e-05
1.7 0.68647145 6.8511788e-05
1.8 0.70187408 6.0036511e-05
1.9 0.71566908 8.1556656e-05
2 0.7281947 6.5085142e-05
2.5 0.77678654 5.3319064e-05
3 0.80944023 8.2129026e-05
3.5 0.83240307 7.1503115e-05
4 0.84932867 7.5800974e-05
4.5 0.86220199 7.1363766e-05
5 0.87197411 8.716477e-05
6 0.88545764 9.1082045e-05
7 0.89369946 6.5355781e-05
8 0.89841843 5.7845309e-05
9 0.90064943 7.4303016e-05
9.6 0.90085904 5.050241e-05
10 0.90076082 5.9562743e-05

0 -1.6653345e-16 2.220446e-16
0.05 0.0010397167 9.8885559e-08
0.1 0.0041358602 2.6112926e-07
0.15 0.0092239627 5.5965021e-07
0.2 0.016205292 1.9296829e-06
0.25 0.024948594 1.2065582e-06
0.3 0.035303178 2.6260107e-06
0.35 0.047100551 4.9705872e-06
0.4 0.060151625 6.3012585e-06
0.45 0.074271024 9.1300251e-06
0.5 0.089250459 8.2096925e-06
0.55 0.10491353 1.140822e-05
0.6 0.12107196 2.0088664e-05
0.65 0.13756541 1.9299734e-05
0.7 0.15421814 1.453042e-05
0.75 0.17092418 1.8582545e-05
0.8 0.18756836 1.8299285e-05
0.85 0.20409693 2.3092125e-05
0.9 0.22040533 2.2740445e-05
0.95 0.2365084 1.4568322e-05
1 0.25235058 3.4866236e-05
1.05 0.26786967 3.7384405e-05
1.1 0.28312566 4.1272521e-05
1.15 0.29809267 4.0983295e-05
1.2 0.3127076 3.0117151e-05
1.3 0.34107983 4.8362537e-05
1.4 0.36809977 6.5644559e-05
1.5 0.39390645 8.8418199e-05
1.6 0.41838343 5.4104832e-05
1.7 0.44168588 6.571116e-05
1.8 0.46369681 5.7723181e-05
1.9 0.48444479 7.6006341e-05
2 0.50398147 7.2913449e-05
2.5 0.58516228 5.0896454e-05
3 0.64533385 7.8091422e-05
3.5 0.69093201 0.0001019851
4 0.72608605 5.7793915e-05
4.5 0.75372406 9.4968536e-05
5 0.77584041 6.8862545e-05
6 0.80812763 7.462905e-05
7 0.82908706 8.4295103e-05
8 0.84176864 8.3234495e-05
9 0.84794973 7.6900346e-05
9.6 0.84876849 5.4702161e-05
10 0.84805649 7.302647e-05

